Datos;Nombre Unidad Administrativa;Código Biblioteca;Nidem biblioteca;Nombre biblioteca;Dirección;Código postal;Municipio;Provincia;Teléfono;Correo electrónico;Tipo de servicio
2019;Biblioteca Pública Municipal de Aldea del Rey;184;1300097-3753;BIBLIOTECA PÚBLICA MUNICIPAL DE ALDEA DEL REY;Real, 94;13380;Aldea del Rey;Ciudad Real;926865099;biblio@aldeadelrey.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Alhambra;185;1300101-3754;BIBLIOTECA PÚBLICA MUNICIPAL DE ALHAMBRA;Cervantes, 10;13248;Alhambra;Ciudad Real;670857489;bibliotecaalhambra1990@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Almadén;188;1300123-3755;BIBLIOTECA PÚBLICA MUNICIPAL DE ALMADÉN;Antonio Blázquez, 92;13400;Almadén;Ciudad Real;926711914;casacultura@almaden.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Almagro;190;1300144-3757;BIBLIOTECA PÚBLICA MUNICIPAL DE ALMAGRO ;Mayor de Carnicerías, 11;13270;Almagro;Ciudad Real;926882090;biblioteca@almagro.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Almedina;191;1300160-3758;BIBLIOTECA PÚBLICA MUNICIPAL DE ALMEDINA;Mayor, 42;13328;Almedina;Ciudad Real;926356427;richarmo6@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Almodóvar del Campo;192;1300176-3759;BIBLIOTECA PÚBLICA MUNICIPAL DE ALMODÓVAR DEL CAMPO;Corredera, 12;13580;Almodóvar del Campo;Ciudad Real;926483449;casamarquesa@almodovardelcampo.es;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Anchuras;194;1300195-3761;BIBLIOTECA PÚBLICA MUNICIPAL DE ANCHURAS;José María del Moral, 7;13117;Anchuras;Ciudad Real;926773001;anchurasayuntamiento@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Arenales de San Gregorio;172;1300486-6436;BIBLIOTECA PÚBLICA MUNICIPAL DE ARENALES DE SAN GREGORIO;Dulcinea, s/n;13619;Arenales de San Gregorio;Ciudad Real;926584101;biblioarenales@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Arenas de San Juan;195;NN4810-10440;BIBLIOTECA PÚBLICA MUNICIPAL DE ARENAS DE SAN JUAN;Plaza de España, 1;13679;Arenas de San Juan;Ciudad Real;926893002;bibliotecasj@hotmail.com;Biblioteca Pública Municipal
2019;Red de Bibliotecas Públicas Muncipales de Argamasilla de Alba;196;1300216-1215;BIBLIOTECA PÚBLICA MUNICIPAL DE ARGAMASILLA DE ALBA ;Capitán Sánchez Alcántara, 5;13710;Argamasilla de Alba;Ciudad Real;926523234;biblioteca@argamasilladealba.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Argamasilla de Calatrava;197;1300221-3762;BIBLIOTECA PÚBLICA MUNICIPAL ;José María Roales, 6;13440;Argamasilla de Calatrava;Ciudad Real;926478215;bp_medrano.argamasilladecalatrava@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Arroba de Los Montes;198;1300237-3763;BIBLIOTECA PÚBLICA MUNICIPAL DE ARROBA DE LOS MONTES;Plaza de las Escuelas, s/n;13193;Arroba de los Montes;Ciudad Real;926771621;claverosancheza@gmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Ballesteros de Calatrava;199;1300242-3764;BIBLIOTECA PÚBLICA MUNICIPAL DE BALLESTEROS DE CALATRAVA;Plaza Constitución, 1;13432;Ballesteros de Calatrava;Ciudad Real;926842001;biblioteca@ballesterosdecalatrava.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Bolaños de Calatrava;200;1300255-3765;BIBLIOTECA PÚBLICA MUNICIPAL DE BOLAÑOS;Toledillo,19;13260;Bolaños de Calatrava;Ciudad Real;926871866;biblioteca@bolanosdecalatrava.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Brazatortas;201;1300268-3766;BIBLIOTECA PÚBLICA MUNICIPAL DE BRAZATORTAS;Avenida de Alcudia, 19;13450;Brazatortas;Ciudad Real;926471501;bibliotecabrazatortas@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cabezarrubias del Puerto;203;1300274-3767;BIBLIOTECA PÚBLICA MUNICIPAL DE CABEZARRUBIAS DEL PUERTO;Plaza de la Constitución, 1;13591;Cabezarrubias del Puerto;Ciudad Real;926476021;bpmcabezarrubias@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Calzada de Calatrava;204;1300280-3768;BIBLIOTECA PÚBLICA MUNICIPAL DE CALZADA DE CALATRAVA;Constitución, 13;13370;Calzada de Calatrava;Ciudad Real;926876157;biblioteca@calzadadecalatrava.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Campo de Criptana;205;1300293-3769;BIBLIOTECA PÚBLICA MUNICIPAL DE CAMPO DE CRIPTANA;Santa Ana, 3;13610;Campo de Criptana;Ciudad Real;926562454;biblioteca@campodecriptana.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Carrión de Calatrava;207;1300314-3770;BIBLIOTECA PÚBLICA MUNICIPAL DE CARRIÓN DE CALATRAVA ;Echegaray, 1;13150;Carrión de Calatrava;Ciudad Real;926814040;biblioteca@carriondecalatrava.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Carrizosa;208;1300329-3771;BIBLIOTECA PÚBLICA MUNICIPAL DE CARRIZOSA;Fuente, 5;13329;Carrizosa;Ciudad Real;926368118;bibliocarrizosa@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Castellar de Santiago;209;1300335-3772;BIBLIOTECA PÚBLICA MUNICIPAL DE CASTELLAR DE SANTIAGO;Plaza de la Constitución, 3;13750;Castellar de Santiago;Ciudad Real;926340225;antonialopez@castellardesantiago.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Chillón;210;1300545-3777;BIBLIOTECA PÚBLICA MUNICIPAL DE CHILLÓN;Rosario Márquez, 37;13412;Chillón;Ciudad Real;926712030;casacultura@chillon.es;Biblioteca Pública Municipal
2019;Red de Bibliotecas Públicas Municipales de Ciudad Real;221;1301349-1235;BIBLIOTECA PÚBLICA MUNICIPAL DE CIUDAD REAL ;Plaza Pío XII, 1;13002;Ciudad Real;Ciudad Real;926211044;bmpioxii@ext.ayto-ciudadreal.es;Biblioteca Pública Municipal de Barrio
2019;Red de Bibliotecas Públicas Municipales de Ciudad Real;257;1301349-1246;"BIBLIOTECA PÚBLICA MUNICIPAL DE CIUDAD REAL ""SANTIAGO""";Calatrava, 35;13003;Ciudad Real;Ciudad Real;926211044;bmsantiago@ext.ayto-ciudadreal.es;Biblioteca Pública Municipal de Barrio
2019;Red de Bibliotecas Públicas Municipales de Ciudad Real;255;1301349-1236;BIBLIOTECA PÚBLICA MUNICIPAL DE CIUDAD REAL ;Guadalajara, 9;13003;Ciudad Real;Ciudad Real;926211044;bmsanjuan@ext.ayto-ciudadreal.es;Biblioteca Pública Municipal de Barrio
2019;Biblioteca Pública del Estado en Ciudad Real;211;1300353-3773;BIBLIOTECA PÚBLICA DEL ESTADO EN CIUDAD REAL;Avda. Ferrocarril, s/n;13004;Ciudad Real;Ciudad Real;926279215;bpcr@jccm.es;Biblioteca Pública del Estado
2019;Red de Bibliotecas Públicas Municipales de Ciudad Real;237;1301349-1244;"BIBLIOTECA PÚBLICA MUNICIPAL DE CIUDAD REAL ""LARACHE""";Carretera Fuensanta, 18;13004;Ciudad Real;Ciudad Real;926211044;bmlarache@ext.ayto-ciudadreal.es;Biblioteca Pública Municipal de Barrio
2019;Red de Bibliotecas Públicas Municipales de Ciudad Real;230;1301349-1241;"BIBLIOTECA PÚBLICA MUNICIPAL DE CIUDAD REAL ""LOS ÁNGELES""";Madrid, 6;13004;Ciudad Real;Ciudad Real;926211044;bmangeles@ext.ayto-ciudadreal.es;Biblioteca Pública Municipal de Barrio
2019;Red de Bibliotecas Públicas Municipales de Ciudad Real;229;1301349-1242;"Biblioteca Pública Municipal de Ciudad Real  ""El Pilar""";Virgen Blanca s /n;13004;Ciudad Real;Ciudad Real;926211044;bmpilar@ext.ayto-ciudadreal.es;Biblioteca Pública Municipal de Barrio
2019;Red de Bibliotecas Públicas Municipales de Ciudad Real;232;1301349-1243;BIBLIOTECA PÚBLICA MUNICIPAL LA GRANJA;Brasil, 4;13005;Ciudad Real;Ciudad Real;926211040;bmgranja@ext.ayto-ciudadreal.es;Biblioteca Pública Municipal de Barrio
2019;Red de Bibliotecas Públicas Municipales de Ciudad Real;227;1301349-1237;BIBLIOTECA PÚBLICA MUNICIPAL DE VALVERDE;Valeriano García, nº9;13195;Ciudad Real;Ciudad Real;926211044;bmvalverde@ext.ayto-ciudadreal.es;Biblioteca Pública Municipal de Barrio
2019;Red de Bibliotecas Públicas Municipales de Ciudad Real;218;1301349-1245;BIBLIOTECA PÚBLICA MUNICIPAL DE LAS CASAS;Las Escuelas, s/n;13196;Ciudad Real;Ciudad Real;926211044;bmcasas@ext.ayto-ciudadreal.es;Biblioteca Pública Municipal de Barrio
2019;Red de Bibliotecas Públicas Municipales de Ciudad Real;776;1301349-1238;BIBLIOTECA PÚBLICA MUNICIPAL DE LA POBLACHUELA;Carretera Puertollano, km. 2;13197;Ciudad Real;Ciudad Real;926211044;bmpoblachuela@ext.ayto-ciudadreal.es;Biblioteca Pública Municipal de Barrio
2019;Biblioteca Pública Municipal de Corral de Calatrava;258;1301404-3829;BIBLIOTECA PÚBLICA MUNICIPAL DE CORRAL DE CALATRAVA;Paseo Ángel Díaz del Castillo s/n ;13190;Corral de Calatrava;Ciudad Real;926830001;administracion@corraldecalatrava.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Los Cortijos;259;1300524-3775;BIBLIOTECA PÚBLICA MUNICIPAL DE LOS CORTIJOS;Paraje La Loma, s/n;13427;Cortijos (Los);Ciudad Real;926808052;universidadpopular@loscortijos.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Cózar;260;1300530-3776;BIBLIOTECA PÚBLICA MUNICIPAL DE CÓZAR;Bajada del Pilar, 12;13345;Cózar;Ciudad Real;926365022;biblio@cozar.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Daimiel;262;1300561-3778;BIBLIOTECA PÚBLICA MUNICIPAL DE DAIMIEL;Gregorio Molinero, 9;13250;Daimiel;Ciudad Real;926260894;biblioteca@aytodaimiel.es;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Fernán Caballero;263;1300577-3779;BIBLIOTECA PÚBLICA MUNICIPAL DE FERNÁN CABALLERO;San Isidro, 3;13140;Fernán Caballero;Ciudad Real;664472680;bpmfernancaballero@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Fuencaliente;265;1300596-3781;BIBLIOTECA PÚBLICA MUNICIPAL DE FUENCALIENTE ;Plaza de España, 5;13130;Fuencaliente;Ciudad Real;926470184;bibliofuen@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Fuente El Fresno;267;1300617-3782;BIBLIOTECA PÚBLICA MUNICIPAL DE FUENTE EL FRESNO;Antonio de la Fuente, 23;13680;Fuente el Fresno;Ciudad Real;926806717;bpm.fuenteelfresno@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Granátula de Calatrava;268;1300622-3783;BIBLIOTECA PÚBLICA MUNICIPAL DE GRANÁTULA DE CALATRAVA;Plaza de la Constitución, 2;13360;Granátula de Calatrava;Ciudad Real;926868131;granatulacalatrava.capi@jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Herencia;270;1300643-3785;BIBLIOTECA PÚBLICA MUNICIPAL DE HERENCIA ;Lope de Vega, 35;13640;Herencia;Ciudad Real;926572475;biblioteca@herencia.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Horcajo de Los Montes;272;1300656-3786;BIBLIOTECA PÚBLICA MUNICIPAL DE HORCAJO DE LOS MONTES ;Cervantes, 7;13110;Horcajo de los Montes;Ciudad Real;926032709;culturaydeportes@aytohorcajodelosmontes.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Las Labores;273;1300669-3787;BIBLIOTECA PÚBLICA MUNICIPAL DE LAS LABORES;Plaza de la Cultura, s/n;13660;Labores (Las);Ciudad Real;926892233;bibliotecalaslabores@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Llanos del Caudillo;279;1301273-3823;BIBLIOTECA PÚBLICA MUNICIPAL DE LLANOS DEL CAUDILLO;Plaza la Constitución, s/n;13220;Llanos del Caudillo;Ciudad Real;926644152;bibliollanos@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Luciana;274;NN4530-7936;BIBLIOTECA PÚBLICA MUNICIPAL DE LUCIANA;Juan Carlos I, 4;13108;Luciana;Ciudad Real;926769027;bibliotecadeluciana@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Malagón;275;1300681-3788;BIBLIOTECA PÚBLICA MUNICIPAL DE MALAGÓN;Tercia, 54;13420;Malagón;Ciudad Real;926801135;bibliotecamalagon@hotmail.es;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Manzanares;277;1300694-1222;BIBLIOTECA PÚBLICA MUNICIPAL DE MANZANARES;Cárcel, 9;13200;Manzanares;Ciudad Real;926613208;biblioteca@manzanares.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Membrilla;3;1300715-3790;BIBLIOTECA PÚBLICA MUNICIPAL DE MEMBRILLA ;San León, s/n;13230;Membrilla;Ciudad Real;926648022;biblioteca@aytomembrilla.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Miguelturra;6;1300736-3791;BIBLIOTECA PÚBLICA MUNICIPAL DE MIGUELTURRA;Calle Carretas , 22;13170;Miguelturra;Ciudad Real;926272049;bibliotecamiguelturra@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Montiel;7;1301426-3831;BIBLIOTECA PÚBLICA MUNICIPAL DE MONTIEL;Diputación, 8;13326;Montiel;Ciudad Real;926353496;bibliotecamontiel@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Moral de Calatrava;8;1300741-3792;BIBLIOTECA PÚBLICA MUNICIPAL DE MORAL DE CALATRAVA;Reyes Católicos, 21;13350;Moral de Calatrava;Ciudad Real;926319736;biblioteca@moraldecalatrava.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Pedro Muñoz;11;1300773-3794;BIBLIOTECA PÚBLICA MUNICIPAL DE PEDRO MUÑOZ;Plaza de España;13620;Pedro Muñoz;Ciudad Real;926586355;biblioteca@pedro-munoz.com;Biblioteca Pública Municipal
2019;Red de bibliotecas públicas municipales de Piedrabuena;13;1300792-6521;BIBLIOTECA PÚBLICA MUNICIPAL DE PIEDRABUENA ;Rodríguez Marín, 5;13100;Piedrabuena;Ciudad Real;926760250;mercedesnavaslaguna@yahoo.es;Biblioteca Pública Municipal
2019;Red de bibliotecas públicas municipales de Piedrabuena;856;1300792-1261;BIBLIOTECA PÚBLICA MUNICIPAL DE EL ALCORNOCAL;Carolina 12;13100;Piedrabuena;Ciudad Real;926760250;mercedesnavaslaguna@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Poblete;14;1300806-3796;BIBLIOTECA PÚBLICA MUNICIPAL DE POBLETE ;Plaza Cervantes, 2;13195;Poblete;Ciudad Real;926836960;biblioteca@poblete.es;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Porzuna;15;1300813-6522;BIBLIOTECA PÚBLICA MUNICIPAL DE PORZUNA;Toledo, 28;13120;Porzuna;Ciudad Real;926781289;bpporzuna@gmail.com;Biblioteca Pública Municipal
2019;Bibliotecas dependientes del Ayuntamiento de Porzuna;850;1300813-1224;BIBLIOTECA PÚBLICA MUNICIPAL DE EL TRINCHETO;Crta. de Los Cortijos, 15;13129;Porzuna;Ciudad Real;926780001;bibliotecatrincheto@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Pozuelo de Calatrava;16;1300828-3797;BIBLIOTECA PÚBLICA MUNICIPAL DE POZUELO DE CALATRAVA ;Plaza de España, 1;13179;Pozuelo de Calatrava;Ciudad Real;926840341;biblioteca@pozuelodecalatrava.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Puebla de Don Rodrigo;18;1300834-3798;BIBLIOTECA PÚBLICA MUNICIPAL DE PUEBLA DE DON RODRIGO;Cuatro Esquinas, 13;13109;Puebla de Don Rodrigo;Ciudad Real;926777278;bibliopurodrigo@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Puerto Lápice;20;1301236-3819;BIBLIOTECA PÚBLICA MUNICIPAL DE PUERTO LÁPICE;Cervantes, 2;13650;Puerto Lápice;Ciudad Real;926576041;nupave7@hotmail.com;Biblioteca Pública Municipal
2019;Red de Bibliotecas Públicas Municipales de Puertollano;25;1300865-6523;BIBLIOTECA PÚBLICA MUNICIPAL DE PUERTOLLANO;Numancia, 55;13500;Puertollano;Ciudad Real;926410564;luisfernando.biblioteca@puertollano.es;Biblioteca Pública Municipal
2019;Red de Bibliotecas Públicas Municipales de Puertollano;786;1300865-1239;"BIBLIOTECA PÚBLICA MUNICIPAL ""LAS MERCEDES""";Pelayo, 5;13500;Puertollano;Ciudad Real;926410564;biblioteca@puertollano.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Retuerta del Bullaque;26;1300519-6437;BIBLIOTECA PÚBLICA MUNICIPAL DE RETUERTA DEL BULLAQUE;Peligro, 1;13194;Retuerta del Bullaque;Ciudad Real;658519282;cristina.retu@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de El Robledo;27;1300754-6438;BIBLIOTECA PÚBLICA MUNICIPAL DE EL ROBLEDO;Candelaria,19;13114;Robledo (El);Ciudad Real;618410848;biblioteca@elrobledo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Ruidera;808;1301215-3818;BIBLIOTECA PÚBLICA MUNICIPAL DE RUIDERA;Redondilla, 14;13249;Ruidera;Ciudad Real;926528103;bibliotecaruidera@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Saceruela;28;1301447-3832;BIBLIOTECA PÚBLICA MUNICIPAL DE SACERUELA ;Virgen de las Cruces, 16;13414;Saceruela;Ciudad Real;926779900;bibliosace@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de San Carlos del Valle;29;1300887-3801;BIBLIOTECA PÚBLICA MUNICIPAL DE SAN CARLOS DEL VALLE ;Plaza Rasillo de la Mancha, 10;13247;San Carlos del Valle;Ciudad Real;926630267;bibliocarlos3@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Santa Cruz de Mudela;32;1300911-3802;BIBLIOTECA PÚBLICA MUNICIPAL DE SANTA CRUZ DE MUDELA;Plaza de Andres Cacho, 6;13730;Santa Cruz de Mudela;Ciudad Real;926331448;biblioteca@stacruzmudela.org;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Socuéllamos;33;1300926-3803;BIBLIOTECA PÚBLICA MUNICIPAL DE SOCUÉLLAMOS;Pedro Arias, 87;13630;Socuéllamos;Ciudad Real;926539425;bibliopilar@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de La Solana;34;1300932-3804;BIBLIOTECA  PÚBLICA  MUNICIPAL DE LA SOLANA;Puerta del Sol, 10;13240;Solana (La);Ciudad Real;926631000;biblioteca@lasolana.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Tomelloso;37;1300963-3805;BIBLIOTECA PÚBLICA MUNICIPAL DE TOMELLOSO ;Independencia, 32;13700;Tomelloso;Ciudad Real;926528801;biblioteca@aytotomelloso.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Torralba de Calatrava;40;1300979-3806;BIBLIOTECA PÚBLICA MUNICIPAL DE TORRALBA DE CALATRAVA;Juan Félix Huertas, 2;13160;Torralba de Calatrava;Ciudad Real;926811903;mgomez@ayuntorralba.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Torre de Juan Abad;41;1300985-3807;BIBLIOTECA PÚBLICA MUNICIPAL DE TORRE DE JUAN ABAD “FRANCISCO DE QUEVEDO”;Oscura, 8;13344;Torre de Juan Abad;Ciudad Real;926383000;biblioteca@torredejuanabad.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Torrenueva;42;1300998-3808;BIBLIOTECA PÚBLICA MUNICIPAL DE TORRENUEVA;Plaza de España, 5;13740;Torrenueva;Ciudad Real;926341531;bibliotorrenueva@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Valdepeñas;46;1301352-6524;BIBLIOTECA PÚBLICA MUNICIPAL DE VALDEPEÑAS ;Real, 9;13300;Valdepeñas;Ciudad Real;926329200;bibliotecapublica@valdepenas.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Valenzuela de Calatrava;47;1301328-3826;BIBLIOTECA PÚBLICA MUNICIPAL DE VALENZUELA DE CALATRAVA;Marqueses de Torremejía, 4;13279;Valenzuela de Calatrava;Ciudad Real;926867005;biblioteca@valenzueladecalatrava.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villahermosa;48;1301024-3810;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAHERMOSA;Cura Vicario, 1;13332;Villahermosa;Ciudad Real;926375021;angelinabl@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villamanrique;49;1301498-3833;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMANRIQUE ;de los Toriles s/n;13343;Villamanrique;Ciudad Real;926354290;biblioteca@villamanrique.net;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villamayor de Calatrava;50;1301061-3811;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLAMAYOR DE CALATRAVA;Real, 36;13595;Villamayor de Calatrava;Ciudad Real;926466009;biblioteca@villamayordecalatrava.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villanueva de la Fuente;51;1301267-3822;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE LA FUENTE ;Escuelas, 3;13330;Villanueva de la Fuente;Ciudad Real;967396000;vvadelafuente@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villanueva de los Infantes;281;1301077-3812;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLANUEVA DE LOS INFANTES;General Pérez Ballesteros, 1;13320;Villanueva de los Infantes;Ciudad Real;926360794;bpm.villa-infantes@local.jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villarrubia de los Ojos;283;1301096-3814;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARRUBIA DE LOS OJOS ;Plaza de la Constitución, 1;13670;Villarrubia de los Ojos;Ciudad Real;926897403;biblioteca@villarrubiadelosojos.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Villarta de San Juan;284;1301100-3815;BIBLIOTECA PÚBLICA MUNICIPAL DE VILLARTA DE SAN JUAN;Escuelas, 7;13210;Villarta de San Juan;Ciudad Real;926640380;bpm.villart-sanjuan@local.jccm.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal del Viso del Marqués;285;1301117-3816;BIBLIOTECA PÚBLICA MUNICIPAL DEL VISO DEL MARQUÉS;Real, 60;13770;Viso del Marqués;Ciudad Real;926336409;bibliotecavisodelmarques@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Alarcón;823;1600914-3989;BIBLIOTECA PÚBLICA MUNICIPAL DE ALARCÓN;Posadas, 6;16214;Alarcón;Cuenca;969330319;bibliotecaalarcon@hotmail.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Albalate de las Nogueras;287;1600013-3918;BIBLIOTECA PÚBLICA MUNICIPAL DE ALBALATE DE LAS NOGUERAS;Plaza Mayor, s/n;16841;Albalate de las Nogueras;Cuenca;969313529;biblio_albalate@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Albendea;753;1600929-3990;BIBLIOTECA PÚBLICA MUNICIPAL DE ALBENDEA;Calle Mayor, 2;16812;Albendea;Cuenca;969316001;bibliotecaalbendea@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de La Alberca de Záncara;288;1600028-3919;BIBLIOTECA PÚBLICA MUNICIPAL DE ALBERCA DE ZÁNCARA;Cultura, 4;16620;Alberca de Záncara (La);Cuenca;967150144;mercheyyo@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Aliaguilla;291;1600034-3920;BIBLIOTECA PÚBLICA MUNICIPAL DE ALIAGUILLA;Pablo Casal, 4;16313;Aliaguilla;Cuenca;969364502;biblioteca_aliaguilla@hotmail.com;Biblioteca Pública Municipal
2019;Sala de Lectura Pública Municipal de Almodóvar del Pinar;839;1601337-6444;BIBLIOTECA PÚBLICA MUNICIPAL DE ALMODÓVAR DEL PINAR;La Virgen, s/n;16215;Almodóvar del Pinar;Cuenca;969336377;almodovarpinar.capi@jccm.es;Biblioteca Pública Municipal
2019;Sala de Lectura Pública de Almonacid del Marquesado;293;1600049-3921;BIBLIOTECA PÚBLICA MUNICIPAL DE ALMONACID DEL MARQUESADO;Las Peñas;16431;Almonacid del Marquesado;Cuenca;969120231;biblioalmonacid@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Arcas del Villar;882;1600782-6275;BIBLIOTECA PÚBLICA MUNICIPAL DE ARCAS;Plaza Mayor, s/n;16123;Arcas;Cuenca;969253006;biblioarcas@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca-Casa de Cultura de Barajas de Melo;294;1600662-3972;BIBLIOTECA PÚBLICA MUNICIPAL DE BARAJAS DE MELO ;Plaza Puerta del Sol;16460;Barajas de Melo;Cuenca;969121207;bibliotecabarajas@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Belmonte;295;1600052-3922;BIBLIOTECA PÚBLICA MUNICIPAL DE BELMONTE;San Juan del Castillo, s/n;16640;Belmonte;Cuenca;967170761;bibliotecabelmonte@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Beteta;296;1600065-3923;BIBLIOTECA PÚBLICA MUNICIPAL DE BETETA;Plaza Mayor, 2;16870;Beteta;Cuenca;969318221;bibliobeteta2@hotmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Buenache de Alarcón;824;1600935-3991;BIBLIOTECA PÚBLICA MUNICIPAL DE BUENACHE DE ALARCÓN;Calle Nueva, 175;16114;Buenache de Alarcón;Cuenca;969209085;bpmbuenache@yahoo.es;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Buendía;297;1600940-3992;BIBLIOTECA PÚBLICA MUNICIPAL DE BUENDÍA;Tercia, s/n;16512;Buendía;Cuenca;969373270;bpmbuendia@gmail.com;Biblioteca Pública Municipal
2019;Biblioteca Pública Municipal de Campillo de Altobuey;298;1600071-3924;BIBLIOTECA PÚBLICA MUNICIPAL DE CAMPILLO DE ALTOBUEY;Pedrizas, s/n;16210;Campillo de Altobuey;Cuenca;969337365;biblioaltobuey@hotmail.com;Biblioteca Pública Municipal
