ID-ACTIVIDAD,TITULO,ACTIVIDAD-URI,PRECIO,DIAS,FECHA,DESCRIPCION,INFORMACION-ACTIVIDAD,INFORMACION-UBICACION,UBICACION,UBICACION-URI,DIRECCION,DISTRITO,BARRIO,C.P,LATITUD,LONGITUD,TIPOACTIVIDAD
11215523,Conociendo a Concepción Arenal. Paseo virtual,Conociendo a Concepción Arenal. Paseo virtual,0,,16/10/2020 12:30,"Realizaremos un paseo virtual por la calle que lleva su nombre, llegando a la estatua que la homenajea, mientras hablamos de la vida y obra de esta insigne mujer, figura clave en la reivindicación de los derechos de la mujer en la sociedad y precursora del Trabajo Social en España.  Se requiere inscripción previa.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8eec0848d344710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b6882025c4b2610VgnVCM2000001f4a900aRCRD,Espacio de Igualdad Lucrecia Pérez,Espacio de Igualdad Lucrecia Pérez,"Calle Manresa, 1. 28034, Madrid",Fuencarral-el Pardo,Valverde,28034,40.49120609425076,-3.6916379633219116,taller
11234172,Construyendo el volumen,Construyendo el volumen,,,21/11/2020,11:30 horas y 17 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2abf42db42d4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,taller
11233690,Construyendo ?Undostrescuatro? (Actividad online),Construyendo ?Undostrescuatro? (Actividad online),,,13/12/2020 18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6166d870f4c4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,teatro
11233689,Construyendo ?Undostrescuatro? (Actividad online),Construyendo ?Undostrescuatro? (Actividad online),,,05/12/2020 18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a066d870f4c4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,teatro
11231813,Cons-tru-yendo,Cons-tru-yendo,,S,26/09/2020 - 12/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2347dd3b86fb4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,taller
11200050,Contarlo para no olvidar,Contarlo para no olvidar,18,"M,X,J,V,S,D",08/09/2020 - 04/10/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=585884bab1e23710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD,Teatro Español,Teatro Español,"Calle Principe, 25. 28012, Madrid",Centro,Cortes,28012,40.41482868269558,-3.7001663599562105,cultura
11186862,Conversación con Alejandro Zambra en abierto,Conversación con Alejandro Zambra en abierto,,"L,M,X,J,V,S,D",04/06/2020 - 31/12/2020,"Esta actividad se enmarca en la programación literaria de Capítulo uno, un proyecto a través del que Matadero Madrid quiere celebrar la literatura como inteligencia colectiva, como la verdadera tecnología humana para entendernos como individuos y como sociedad, y para imaginar otros mundos posibles.Alejandro Zambra (Santiago de Chile, 1975) ha publicado los libros de poesía Bahía Inútil (1998) y Mudanza (2003), el inclasi?cable volumen Facsímil (2015) y, en Anagrama, las novelas Bonsái (2006), La vida privada de los árboles (2007), Formas de volver a casa (2011), el libro de relatos Mis documentos (2013), y las recopilaciones de crónicas y ensayos No leer (2018) y Tema libre (2019). Sus novelas han sido traducidas a veinte idiomas, y relatos suyos han aparecido en re-vistas como The New Yorker, The Paris Review, Granta, Tin House, Harper?s y McSweeney?s. Ha recibido, entre otras distinciones, el English Pen Award, por la edición inglesa de Formas de volver a casa, y el Premio Príncipe Claus, en Holanda, por el conjunto de su obra. Actualmente vive en la Ciudad de México.Míriam Cano es escritora, traductora, profesora de escritura. En el 2013 ganó el premio de poesía Martí Dot con su primer libro, Buntsandstein (Viena Ediciones). También es autora del cuento La Comuna de París, de la obra conjunta CremenCels (LaBreu, 2017) ?escrito junto con Martí Sales y Antònia Vicens? del poemario Ancoratge (Ed. Terrícola, 2016) y de Vermell de Rússia (Labreu, 2020). Colabora habitualmente como redactora de cultura y crítica literaria y musical en diversos medios digitales y en el programa literario de Icat Fm 'L'Irradiador'. Forma parte del claustro de la Escuela de Literatura Bloom.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d195f0731cd92710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,Matadero Madrid,Matadero Madrid,"Plaza Legazpi, 8. 28045, Madrid",Arganzuela,Chopera,28045,40.391054868587204,-3.6958072892892155,conferencia
11231896,Con-tac-tando,Con-tac-tando,,D,27/09/2020 - 13/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=af28da41bcfb4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,taller
11224196,Coro de Cámara de Madrid,Coro de Cámara de Madrid,,,11/12/2020 20:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f6d7ca1f2ea4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11208022,Cosmos 2020,Cosmos 2020,0,"L,M,X,J,V,S,D",05/03/2020 - 16/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba51369a504a3710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD,CentroCentro,CentroCentro,"Plaza Cibeles, 1. 28014, Madrid",Retiro,Los Jeronimos,28014,40.419011767401095,-3.692206111679657,cultura
11218297,Costura Re-Make,Costura Re-Make,,X,02/09/2019 - 23/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5930aa8fa5c64710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD,Medialab Prado,Medialab-Prado,"Calle Alameda, 15. 28014, Madrid",Centro,Cortes,28014,40.410560776119,-3.6937931079230744,cultura
10878669,Cuentacuentos: Cuentos de otoño,Cuentacuentos: Cuentos de otoño,0,,12/10/2020 12:00,"Programa Salmerón para niños. Cuentacuentos de iniciación a la lectura. A cargo de Leticia Yustos. La castañera Tana nos contará historias de un par de animales muy extraños, un hombrecillo más que peculiar, unas hojas y unas cuantas adivinanzas para disfrutar, conocer y aprender de esta maravillosa estación del año. Edad: de 5 a 10 años. Aula de Tai Chí (primera planta del edificio A).  Los niños y niñas deberán estar acompañados por un adulto que se responsabilice de que el menor cumpla en todo momento con las normas y guarde la distancia de seguridad.  Aforo limitado. Imprescindible inscripción previa en el teléfono 619312585 el viernes anterior de 10 a 13 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=587676444a488610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicolás Salmerón,Centro Cultural Nicolás Salmerón,"Calle Mantuano, 51. 28002, Madrid",Chamartin,Ciudad Jardin,28002,40.44810636195716,-3.6762309620097398,taller
11233568,Cuentacuentos: El mundo a través de los viajes,Cuentacuentos: El mundo a través de los viajes,0,,23/10/2020 18:30,"Programa Salmerón para niños. Cuentacuentos de iniciación a la lectura. A cargo de Leticia Yustos. 'El mundo a través de los viajes'. En este mundo tan maravilloso no hay nada como viajar. Un hombre entusiasmado con las pompas de jabón? ¿qué tienen en común una pompa de jabón, las mariposas y Angelita, la ballena pequeñita? Edad: de 5 a 10 años. Aula de Tai Chí (primera planta del edificio A).  Los niños y niñas deberán estar acompañados por un adulto que se responsabilice de que el menor cumpla en todo momento con las normas y guarde la distancia de seguridad.  Aforo limitado. Imprescindible inscripción previa en el teléfono 619312585 el mismo viernes de 10 a 13 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=62ae50dc3b4c4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicolás Salmerón,Centro Cultural Nicolás Salmerón,"Calle Mantuano, 51. 28002, Madrid",Chamartin,Ciudad Jardin,28002,40.44810636195716,-3.6762309620097398,taller
10701004,Cuentacuentos: La guerra de los magos,Cuentacuentos: La guerra de los magos,0,,02/10/2020 18:30,"Programa Salmerón para niños. Cuentacuentos de iniciación a la lectura. A cargo de Alejandra Venturini. Los mejores magos del mundo inician un concurso de magia para ver quién es el mejor. Como no se ponen de acuerdo inician una guerra que les trae muchos problemas. Todos juntos, tienen que encontrar una solución. Edad: de 4 a 8 años. Aula de Tai Chí (primera planta del edificio A). Los niños y niñas deberán estar acompañados por un adulto que se responsabilice de que el menor cumpla en todo momento con las normas y guarde la distancia de seguridad. Aforo limitado. Imprescindible inscripción previa en el teléfono 619312585 el mismo viernes de 10 a 13 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=efcc07bd4ba23610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicolás Salmerón,Centro Cultural Nicolás Salmerón,"Calle Mantuano, 51. 28002, Madrid",Chamartin,Ciudad Jardin,28002,40.44810636195716,-3.6762309620097398,taller
10585492,Cuentacuentos: La mar de viajes y aventuras,Cuentacuentos: La mar de viajes y aventuras,0,,09/10/2020 18:30,"Programa Salmerón para niños. Cuentacuentos de iniciación a la lectura. A cargo de Nelson Calderón. Simón es el marinero más viejo y experimentado de un galeón español que atraviesa el océano rumbo al Nuevo Mundo. Simón ha estado en muchos barcos y mares. De tantos viajes y aventuras vividas, tiene muchas anécdotas para contar. Acompañemos a Simón y a los demás tripulantes del galeón en un viaje de cuento por ultramar. Edad: de 4 a 10 años. Aula de Tai Chí (primera planta del edificio A).  Los niños y niñas deberán estar acompañados por un adulto que se responsabilice de que el menor cumpla en todo momento con las normas y guarde la distancia de seguridad.  Aforo limitado. Imprescindible inscripción previa en el teléfono 619312585 el mismo viernes de 10 a 13 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dab391cc122a0610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicolás Salmerón,Centro Cultural Nicolás Salmerón,"Calle Mantuano, 51. 28002, Madrid",Chamartin,Ciudad Jardin,28002,40.44810636195716,-3.6762309620097398,Cabalgata de Reyes Magos
11146823,Cuentacuentos: Una maleta de cuento,Cuentacuentos: Una maleta de cuento,0,,16/10/2020 18:30,"Programa Salmerón para niños. Cuentacuentos de iniciación a la lectura. A cargo de Israel Hergón. Sesión de cuentos en la que los libros son protagonistas, en la que se percibirán como un objeto que nos permite jugar con la imaginación, las historias inventadas o los juegos de roles espontáneos de la infancia. En definitiva, ponemos en valor al libro como un objeto de juego más. Edad: a partir de 4 años. Aula de Tai Chí (primera planta del edificio A).  Los niños y niñas deberán estar acompañados por un adulto que se responsabilice de que el menor cumpla en todo momento con las normas y guarde la distancia de seguridad.  Aforo limitado. Imprescindible inscripción previa en el teléfono 619312585 el mismo viernes de 10 a 13 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=721de3b275180710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicolás Salmerón,Centro Cultural Nicolás Salmerón,"Calle Mantuano, 51. 28002, Madrid",Chamartin,Ciudad Jardin,28002,40.44810636195716,-3.6762309620097398,taller
11233589,"Cuentacuentos: Vuela, imagina, vuela","Cuentacuentos: Vuela, imagina, vuela",0,,30/10/2020 18:30,"Programa Salmerón para niños. Cuentacuentos de iniciación a la lectura. 'Vuela, imagina, vuela'. A cargo de Israel Hergón.  Nos adentraremos en una historia en la que un niño vivirá toda clase de aventuras para conseguir cumplir su sueño de volar. Aventuras vividas a través de los libros y cuentos que le cuentan de pequeño? y el lee de mayor. Así hasta acabar descubriendo que para volar, no siempre hacen falta alas. Edad: a partir de 4 años. Aula de Tai Chí (primera planta del edificio A).  Los niños y niñas deberán estar acompañados por un adulto que se responsabilice de que el menor cumpla en todo momento con las normas y guarde la distancia de seguridad.  Aforo limitado. Imprescindible inscripción previa en el teléfono 619312585 el mismo viernes de 10 a 13 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d250dc3b4c4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicolás Salmerón,Centro Cultural Nicolás Salmerón,"Calle Mantuano, 51. 28002, Madrid",Chamartin,Ciudad Jardin,28002,40.44810636195716,-3.6762309620097398,taller
10791314,"Cuento teatralizado. Una mano, un tintero: Cervantes, escritor y caballero","Cuento teatralizado. Una mano, un tintero: Cervantes, escritor y caballero",0,,04/10/2020 18:00,"Programa Salmerón para niños. Ciclo cuentos accesible. Sobre la figura y la obra de Miguel de Cervantes, gran genio de la literatura, escritor de novelas, teatro y poesía; desde el Gallinero de Micaela se ha creado esta actuación para que conozcan quien fue este escritor, conocido también como: 'El caballero de la triste figura'. Por otro lado, se pretende que conozcan su obra, tan genial y representativa: 'Don Quijote de la Mancha' y que conozcamos algunas de sus disparatadas aventuras. Todo de una forma lúdica y divertida en donde, como siempre trabajaremos la imaginación y la creatividad. Se contará con la traducción simultánea de una intérprete de signos.  Compañía El Gallinero de Micaela. Edad recomendada: a partir de 4 años.  Los niños y niñas deberán estar acompañados al menos por un adulto que se responsabilice de que el menor cumpla en todo momento con las normas y guarde la distancia de seguridad.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=332a614fc6436610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicolás Salmerón,Centro Cultural Nicolás Salmerón,"Calle Mantuano, 51. 28002, Madrid",Chamartin,Ciudad Jardin,28002,40.44810636195716,-3.6762309620097398,taller
11233556,Cuento teatralizado: Érase que se era,Cuento teatralizado: Érase que se era,0,,18/10/2020 18:00,"Programa Salmerón para niños. Ciclo Cuentos accesibles. El Cuento teatralizado 'Erase que se era', es una propuesta para que los niños y niñas conozcan los cuentos de hoy y de siempre. También que conozcan la existencia de versiones diferentes de estos cuentos, algunas con historias al revés, otras con historias que podemos ir creando nosotros mismos, otras divertidas? Se contará con la traducción simultánea de una intérprete de signos. Compañía: El Gallinero de Micaela. Edad: a partir de 4 años.  Los niños y niñas deberán estar acompañados al menos por un adulto que se responsabilice de que el menor cumpla en todo momento con las normas y guarde la distancia de seguridad.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a3e50dc3b4c4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicolás Salmerón,Centro Cultural Nicolás Salmerón,"Calle Mantuano, 51. 28002, Madrid",Chamartin,Ciudad Jardin,28002,40.44810636195716,-3.6762309620097398,taller
11233585,Cuento teatralizado: Nuestra amiga Madre Tierra.,Cuento teatralizado: Nuestra amiga Madre Tierra.,0,,25/10/2020 18:00,"Programa Salmerón para niños. Ciclo cuentos accesibles. La Señora Tierra se encuentra enferma, ¿Cómo podemos ayudarla?? Con este cuento pretendemos trabajar de una forma lúdica, a través de la concienciación de nuestro entorno, dar a conocer lo que ella hace por todos nosotros y plantearnos cómo cuidarla y ayudarla. En definitiva, en este planeta que crece tan rápidamente, crear una voluntad colectiva que ayude a encontrar alternativas y que conciencie de los efectos negativos, para crear nuevos modelos de ciudades y pueblos sostenibles. Se contará con la traducción simultánea de una intérprete de signos. Compañía: El Gallinero de Micaela. Edad: de 3 a 8 años.  Los niños y niñas deberán estar acompañados al menos por un adulto que se responsabilice de que el menor cumpla en todo momento con las normas y guarde la distancia de seguridad.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e98f50dc3b4c4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicolás Salmerón,Centro Cultural Nicolás Salmerón,"Calle Mantuano, 51. 28002, Madrid",Chamartin,Ciudad Jardin,28002,40.44810636195716,-3.6762309620097398,taller
11233096,Danza,Danza,0,,04/10/2020 17:30,Para todos los públicos. Entrada gratuita hasta completar aforo.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=281c2207564c4710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=068e598d1351c010VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal Buenavista ,Biblioteca Pública Municipal - Buenavista,"Avenida Toreros, 5. 28028, Madrid",Salamanca,Guindalera,28028,40.43200210571468,-3.6709293330780204,danza
11225005,Danza inclusiva y creación colectiva,Danza inclusiva y creación colectiva,3,S,03/10/2020 - 26/06/2021,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d8267ff644b4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11225002,Danzas mínimas,Danzas mínimas,6,"L,M,X,J,V,S,D",01/10/2020 - 30/04/2021,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e57267ff644b4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11219368,Darnos aire. Educación y laboratorios ciudadanos,Darnos aire. Educación y laboratorios ciudadanos,,"L,M",10/03/2020 - 14/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f3bf62c87274710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD,Medialab Prado,Medialab-Prado,"Calle Alameda, 15. 28014, Madrid",Centro,Cortes,28014,40.410560776119,-3.6937931079230744,cultura
11225089,De nuevo otra vez,De nuevo otra vez,4,,14/10/2020 19:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f4567ff644b4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
11217898,Delafé,Delafé,,,03/12/2020,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4ceaf506b764710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD,Fernán Gómez Centro Cultural de la Villa,Fernán Gómez Centro Cultural de la Villa,"Plaza Colon, 4. 28001, Madrid",Salamanca,Recoletos,28001,40.424926347610764,-3.6899208519663427,cultura
11233598,Dentro de los cuentos,Dentro de los cuentos,,"L,M,X,J,V,S,D",19/12/2020 - 20/12/2020,12:30 y 17 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8da6d870f4c4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Parque Quinta de los Molinos,Parque Quinta de los Molinos,"Calle Juan Ignacio Luca De Tena, 20. 28027, Madrid",San Blas-canillejas,El Salvador,28027,40.44774002225867,-3.6292874542291638,teatro
11216877,Derechos laborales básicos. Despidos,Derechos laborales básicos. Despidos,0,,29/09/2020 11:00,"Este taller surge de la necesidad de resolver dudas que nos van apareciendo en nuestra vida profesional. Es importante conocer nuestros derechos laborales y poder saber cuáles son las características de cada uno de ellos.  La sesión del martes 29 de septiembre se dedica a DESPIDOS.   En este taller vamos a ver cuestiones como cuáles son los tipos de despidos que hay, qué es el finiquito y el preaviso, qué es una indemnización, cuándo procedo a cobrar finiquito o cuáles son las cuantías de una indemnización.   Taller virtual dirigido a mujeres.   Se requiere inscripción previa en el Espacio (vía telefónica o por correo electrónico).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bfa054fad254710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=689c8c0000c9a310VgnVCM2000000c205a0aRCRD,Espacio de Igualdad Hermanas Mirabal,Espacio de Igualdad Hermanas Mirabal,"Calle Bravo Murillo, 133. 28039, Madrid",Tetuan,Bellas Vistas,28039,40.45012255255781,-3.7037047897267947,taller
11224999,Derivas urbanas / Pasear las memorias del vecindario,Derivas urbanas / Pasear las memorias del vecindario,3,"L,M,X,J,V,S,D",01/09/2020 - 30/06/2021,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=006267ff644b4710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Conde Duque,Centro Cultural Conde Duque,"Calle Conde Duque, 11. 28015, Madrid",Centro,Universidad,28015,40.42802889001877,-3.710182353581842,cultura
