Distrito,Subepigrafe,Apartado,Numero_de_archivo,Naturaleza_del_inmueble,Situacion_Destino,Destino,Tamanio_Solar
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.256,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 47 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1500
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.257,URBANA,CALLE DEL MONASTERIO DEL PAULAR Nº 15,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1330
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.258,URBANA,AVENIDA DEL MONASTERIO DE EL ESCORIAL Nº 39,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.259,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 41 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.26,URBANA,CALLE DE LOS MONASTERIOS DE SUSO Y YUSO Nº 19,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1800
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.261,URBANA,"AVENIDA DEL MONTECARMELO, FRENTE AL Nº 31",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2443
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.262,URBANA,"AVENIDA DE MONTECARMELO, FRENTE AL Nº 51",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2264
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.263,URBANA,CALLE DE LOS MONASTERIOS SUSO Y YUSO Nº 27 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1800
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.264,URBANA,"AVENIDA DEL MONTECARMELO, FRENTE AL Nº 5",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2147
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.265,URBANA,CALLE DEL MONASTERIO DE EL PAULAR Nº 66-68,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,600
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.266,URBANA,CALLE DEL MONASTERIO DE EL PAULAR Nº 136,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,95755
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.267,URBANA,AVENIDA DEL MONTECARMELO Nº 10 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3000
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.268,URBANA,CALLE DEL MONASTERIO DE OSEIRA Nº 5-25,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7250
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.269,URBANA,AVENIDA DEL MONASTERIO DE EL ESCORIAL Nº 59 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.27,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 55 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1500
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.271,URBANA,CALLE DE LOS MONASTERIOS SUSO Y YUSO Nº 35 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1800
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.272,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 60,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.273,URBANA,AVENIDA DEL MONASTERIO DE EL ESCORIAL Nº 60,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4300
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.274,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 40 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1800
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.275,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 68 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.276,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 69 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2250
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.277,URBANA,CALLE DE LOS MONASTERIOS DE SUSO Y YUSO Nº 49 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1800
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.278,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 49 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.279,URBANA,AVENIDA SANTUARIO DE VALVERDE Nº 76,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.28,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 75 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2250
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.281,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 52,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1800
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.282,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 57 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.283,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 84 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.284,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 79 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4875
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.285,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 76 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1800
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.286,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 65,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.287,URBANA,AVENIDA DEL MONASTERIO DE EL ESCORIAL Nº 92,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2300
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.288,URBANA,"CALLE DE LOS MONASTERIOS SUSO Y YUSO, FRENTE AL Nº 33-73",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,41642
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.289,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 100 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.29,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 92 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1900
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.291,URBANA,CALLE DEL MONASTERIO DE ARLANZA Nº 18,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5073
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.292,URBANA,ISLETA ACCESO M-607,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. (JUNTO A LA ROTONDA DE LA ARTILLERÍA ANTIAÉREA).,5525
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.293,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 79 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,500
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.294,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 110,DOTAACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1369
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.295,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 84,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,24490
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.296,URBANA,CALLE DE NUESTRA SEÑORA DE VALVERDE Nº 209,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,25653
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.297,URBANA,CALLE DEL CABALLERO DE LOS ESPEJOS Nº 32-38,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10663
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.298,URBANA,CALLE DEL MONASTERIO DE ARLANZA Nº 13,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2255
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.299,URBANA,PASEO DE SAN MILLÁN DE LA COGOLLA C/V CALLE VALCARLOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7896
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.3,URBANA,CALLE DE NUESTRA SEÑORA DE VALVERDE Nº 203 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4735
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.301,URBANA,PASEO DE SAN MILLAN DE LA COGOLLA Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,15114
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.302,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,79144
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.303,URBANA,CALLE DEL MONASTERIO DE OSEIRA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,65744
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.304,URBANA,AVENIDA DEL MONASTERIO DE SILOS Nº 20,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3112
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.305,URBANA,GLORIETA DE LA ARTILLERÍA ANTIAÉREA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1257
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.306,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 73,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,73600
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.307,URBANA,AVENIDA DEL SANTUARIO DE VALVERDE Nº 89,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4336
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.309,URBANA,CALLE DEL CABALLERO DE LOS ESPEJOS Nº 10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1096
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.31,URBANA,AVENIDA DEL CAMINO DE SANTIAGO Nº 35,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7231
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.311,URBANA,CALLE DE AZOFRA Nº 23 A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7224
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.312,URBANA,CALLE DE SAN JUAN ORTEGA Nº 12 A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,9132
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.313,URBANA,CALLE DE CAPISCOL Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,65063
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.314,URBANA,CALLE DE PALAS DEL REY Nº 22,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,15329
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.315,URBANA,CALLE DE PALAS DEL REY Nº 16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7006
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.316,URBANA,CALLE DE PORTOMARIN Nº 13A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,78557
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.317,URBANA,AVENIDA DEL CAMINO DE SANTIAGO C/V C/PORTOMARIN,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,48638
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.318,URBANA,PASEO DE TIERRA DE MÉLIDE C/V CALLE DE CEBREIRO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1662
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.319,URBANA,PASEO DE TIERRA DE MELIDE C/V GTA DEL MONTE DEL GOZO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10318
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.32,URBANA,PASEO DE TIERRA DE MÉLIDE  C/V CALLE DE VALCARLOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4014
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.321,URBANA,GLORIETA DEL MONTE DEL GOZO C/V Pº DE TIERRA DE MÉLIDE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1714
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.322,URBANA,PASEO DE TIERRA DE MÉLIDE C/V CALLE SIERRA DE ATAPUERCA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5712
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.323,URBANA,GLORIETA DEL MONTE DEL GOZO C/V Pº DE TIERRA DE MÉLIDE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1714
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.324,URBANA,PASEO DE TIERRA DE MELIDE Nº 38 A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5488
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.325,URBANA,GLORIETA DE LALÍN,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3000
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.326,URBANA,AVENIDA DEL CAMINO DE SANTIAGO C/V CALLE DE VALCARLOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3216
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.327,URBANA,AVENIDA DEL CAMINO DE SANTIAGO Nº 13 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3000
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.328,URBANA,CALLE DE CASTIELLO DE JACA Nº 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3000
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.329,URBANA,CALLE DE BURGUETE C/V CALLE DE PUENTE DE LA REINA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,3000
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.33,URBANA,CALLE DE CASTIELLO DE JACA Nº 37,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3000
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.331,URBANA,CALLE DE CASTIELLO DE JACA  C/V CALLE DE BERDÚN,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10437
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.332,URBANA,AVENIDA DE SANTO DOMINGO DE LA CALZADA C/V CALLE FRÓMISTA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8250
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.333,URBANA,CALLE DE FRÓMISTA C/V CALLE DE CASTIELLO DE JACA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,9253
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.334,URBANA,CALLE DE CASTIELLO DE JACA C/V CALLE DE MOLINASECA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7606
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.335,URBANA,CALLE DE MOLINASECA C/V CALLE DE PALAS DEL REY,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8383
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.336,URBANA,PASEO DE TIERRA DE MELIDE C/V CALLE DE PALAS DEL REY,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5545
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.337,URBANA,CALLE DE PORTOMARÍN C/V PSO. DE TIERRA DE MELIDE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDEES BÁSICO.,3249
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.338,URBANA,CALLE DE CASTRILLO DE POLVAZARES,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3000
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.339,URBANA,CALLE ITERO DE LA VEGA C/V BERCIANOS DEL REAL CAMINO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3421
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.34,URBANA,CALLE VILLAFRANCA DE MONTES DE OCA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,12509
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.341,URBANA,CALLE VILLAFRANCA DE MONTES DE OCA C/V CALLE BERCIANOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,20400
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.342,URBANA,PASEO DE TIERRA DE MELIDE C/V AV CAMINO DE SANTIAGO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,48817
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.343,URBANA,AVENIDA DEL CAMINO DE SANTIAGO C/V M-40,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,25841
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.344,URBANA,CALLE DE VILLAFRANCA DE MONTES DE OCA C/V M-40,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,98565
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.345,URBANA,CALLE VILLADANGOS DEL PÁRAMO C/V BERCIANOS DEL REAL CA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,28087
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.346,URBANA,CALLE CASTILLO DE CANDANCHÚ C/V AV STO DOMINGO DE LA C,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,9762
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.347,URBANA,CALLE DEL PÓRTICO DE LA GLORIA C/V CARRETERA M-603,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,8242
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.348,URBANA,AVENIDA DEL CAMINO DE SANTIAGO C/V RONDA COMUNICACIÓN Nº 32,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,35354
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.349,URBANA,RONDA DE LA COMUNICACIÓN C/V M-40,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,34509
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.35,URBANA,RONDA DE LA COMUNICACIÓN Nº 16,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1134
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.351,URBANA,AVENIDA DE SANTO DOMINGO DE LA CALZADA C/V CALLE DEL ABETAL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1350
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.352,URBANA,CALLE DEL PÓRTICO DE LA GLORIA C/V RONDA COMUNICACIÓN Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3463
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.353,URBANA,RONDA DE LA COMUNICACIÓN Nº 5,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO,11156
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.354,URBANA,CALLE DEL PÓRTICO DE LA GLORIA Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6574
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.355,URBANA,CALLE DEL PÓRTICO DE LA GLORIA Nº 8,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3471
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.356,URBANA,RONDA DE LA COMUNICACIÓN Nº 24,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4270
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.357,URBANA,"CALLE DEL PÓRTICO DE LA GLORIA, FRENTE AL Nº 2",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,12059
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.358,URBANA,RONDA DE LA COMUNICACIÓN  C/V AV. CAMINO DE SANTIAGO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6388
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.202,URBANA,AVENIDA DEL CAMINO DE SANTIAGO C/V RONDA COMUNICACIÓN Nº 36,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. (SEGREGACIÓN DE PARCELA DEL ACTIVO31/394-35/3165, CUYO VALOR ERA DE 9.340.380 EUROS Y FINCA REGISTRAL 59.091; DADO DE BAJA07/06/2017)). EL ACTIVO ACTUAL FUE DADO DE ALTA POR EL SERVICIO DE CONTABILIDAD.",27480.63
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,301.072,URBANA,"RONDA COMUNICACIÓN Nº 31,35","DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. SEGREGACIÓN DE PARCELA DEL ACTIVO31/394-35/3165, CUYO VALOR ERA DE 9.340.380 EUROS Y FINCA REGISTRAL 59.091; DADO DE BAJA07/06/2017)). EL ACTIVO ACTUAL FUE DADO DE ALTA POR EL SERVICIO DE CONTABILIDAD.",40692.5
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.2,URBANA,"CALLE DE SANDALIO LOPEZ Nº 6-10C/ SANDALIO LÓPEZ, ENTRE Nº 6 Y 10",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ACTUALMENTE NO AJARDINADA,222.87
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.201,URBANA,RONDA COMUNICACIÓN Nº 1O C/V M-40,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,65046
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.203,URBANA,CALLE PÓRTICO DE LA GLORIA C/V C/PUERTA DE PLATERÍAS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,20074
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.204,URBANA,RONDA DE LA COMUNICACIÓN Nº 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1964
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.205,URBANA,RONDA DE LA COMUNICACIÓN Nº 28,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1134
FUENCARRAL-EL PARDO,ZONAS VERDES,PARQUES Y JARDINES,300.209,URBANA,CALLE DE LA MASÓ Nº 80,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL DE JARDINERÍA.,34479.22
