Centro_codigo,Centro_nombre,Centro_tipo_codigo,Centro_tipo_descripcion,Centro_titularidad,Direccion,Direccion_codigo_postal,Municipio_codigo,Municipio_nombre,Distrito_codigo,Distrito_nombre,Contacto_telefono,Contacto_fax,Contacto_web,Contacto_email,Direccion_coor_x,Direccion_coor_y
28006469,ARCIPRESTE DE HITA,014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE de Antonio Moreno 25,28025,079,Madrid,11,Carabanchel,915605495,914605635,http://www.educa.madrid.org/cp.arciprestedehita.madrid,cp.arciprestedehita.madrid@educa.madrid.org,438423,4470725
28006561,ALAMEDA DE OSUNA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,PASEO de la Alameda de Osuna 17,28042,079,Madrid,21,Barajas,917427011,917427196,http://www.educa.madrid.org/cpr.alamedadeosuna.madrid,colegio@colegio-alameda.com,450121,4479083
28006779,EL AVE MARIA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE del Doctor Salgado 16,28038,079,Madrid,13,Puente de Vallecas,914306527,914379444,http://www.avemarianas.org/madrid/colegio,cc.avemaria.madrid@educa.madrid.org,443629,4472108
28006809,BEATA FILIPINA-FUND.FELICIANA VIERTOLA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de José de Cadalso 50,28044,079,Madrid,10,Latina,917063021,917063021,http://www.beatafilipina.org,cc.beatafilipina.madrid@educa.madrid.org,434419,4470254
28006846,PROJARDIN BRUSELAS,008,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE de Brístol 1,28028,079,Madrid,04,Salamanca,917252262,917252262,http://www.projardin.es,bruselas@projardin.es,443815,4476712
28007085,COMENDADORAS DE SANTIAGO,004,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO CONCERTADO,PLAZA de las Comendadoras 10,28015,079,Madrid,01,Centro,915481842,915400070,http://adelacomendadoras@gmail.com,comendadoras@telefonica.net,439865,4475438
28007103,MADRES CONCEPCIONISTAS,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de la Princesa 19,28008,079,Madrid,09,Moncloa-Aravaca,915424901,915598313,http://www.princesa.concepcionistas.es,cc.mmconcepcionistas.madrid@educa.madrid.org,439480,4475316
28007127,CRISTO REY,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,AVDA de San Luis 29,28033,079,Madrid,16,Hortaleza,913021636,917668471,http://www.colegiocristoreymadrid.es,cc.cristorey.madrid@educa.madrid.org,444094,4480242
28007139,CRISTO REY,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Santa Úrsula 5,28011,079,Madrid,10,Latina,914636445,915260656,http://www.colegiocristorey.org,cc.cristorey-latina.madrid@educa.madrid.org,438031,4473779
28007152,LUZ CASANOVA EMBAJADORES,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Aldea del Fresno 1,28045,079,Madrid,02,Arganzuela,914739150,914739150,http://www.educa.madrid.org/cc.luzcasanova-arganzuela.madrid,cc.luzcasanova-arganzuela.madrid@educa.madrid.org,440875,4471967
28007191,NAZARET-OPORTO,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de las Clarisas 4,28019,079,Madrid,11,Carabanchel,914714902,914722219,http://www.educa.madrid.org/cc.nazaretoporto.madrid,cc.nazaretoporto.madrid@educa.madrid.org,438208,4471326
28007292,SAGRADO CORAZON DE JESUS,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,PASEO del General Martínez Campos 6,28010,079,Madrid,07,Chamberí,914454512,914469501,www.colegioscjesusmartinezcampos.es,cc.scorazonchamberi.madrid@educa.madrid.org,440809,4476256
28007309,COLEGIO NUEVO EQUIPO,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de López de Aranda 5,28027,079,Madrid,15,Ciudad Lineal,917421611,,http://www.educa.madrid.org/cc.nuevoequipo.madrid,cc.nuevoequipo.madrid@educa.madrid.org,445721,4477033
28007371,SAN LUIS-FELCA,015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE de Dolores Barranco 65,28026,079,Madrid,12,Usera,914758162,,,cc.sanluisfelca.madrid@educa.madrid.org,439793,4470488
28007395,FUNDACION CALDEIRO,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,AVDA de los Toreros 45,28028,079,Madrid,04,Salamanca,917255200,917257300,http://www.educa.madrid.org/cc.fundacioncaldeiro.madrid,cc.fundacioncaldeiro.madrid@educa.madrid.org,443484,4475977
28007462,HASTINGS SCHOOL (BRITANICO),094,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,PRIVADO,PASEO de la Habana 204,28036,079,Madrid,05,Chamartín,918337790,,,adolfo.f@hastingsschool.com,442396,4479564
28007607,JESUS MAESTRO,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Juan Vigón 8,28003,079,Madrid,07,Chamberí,915530807,915346613,jesusmaestro.escuelateresiana.com,cc.jesusmaestro.madrid@educa.madrid.org,439618,4476960
28007619,JESUS MARIA,045,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO CONCERTADO,CALLE de los Hermanos García Noblejas 68,28037,079,Madrid,15,Ciudad Lineal,913671660,913679204,http://www.jesusmariagarcianoblejas.org,cc.jesusmaria-clineal.madrid@educa.madrid.org,446339,4475633
28007620,DIRECCION AREA TERRITORIAL MADRID-CAPITAL,300,ESTABLECIMIENTO ADMINISTRATIVO,PÚBLICO,CALLE de Vitruvio 2,28006,079,Madrid,05,Chamartín,917203000,,http://www.madrid.org/dat_capital/,dat.capital@educa.madrid.org,441436,4476888
28007826,MADRE DE DIOS,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Ángel Muñoz 5,28043,079,Madrid,15,Ciudad Lineal,914158169,914139247,http://www.educa.madrid.org/cc.madrededios.madrid,cc.madrededios.madrid@educa.madrid.org,444318,4478376
28007917,MARIA INMACULADA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,PASEO del General Martínez Campos 18,28010,079,Madrid,07,Chamberí,914466119,914466870,http://www.educa.madrid.org/cc.mariainmaculada-chamberi.madrid,cc.mariainmaculada-chamberi.madrid@educa.madrid.org,440971,4476254
28007942,MARIA REINA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Gil y Polo 7,28017,079,Madrid,15,Ciudad Lineal,914075372,914075372,http://www.educa.madrid.org/cc.mariareina.madrid,cc.mariareina.madrid@educa.madrid.org,445513,4475704
28007954,MARIA REINA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,AVDA de Orcasur 42,28041,079,Madrid,12,Usera,913170237,913177644,http://www.educa.madrid.org/cc.mariareina-usera.madrid,cc.mariareina-usera.madrid@educa.madrid.org,440375,4468488
28007978,MATER CLEMENTISSIMA,073,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO,CALLE de Antonio Folgueras 12-20,28018,079,Madrid,13,Puente de Vallecas,914775628,914771327,www.materclem.es,materclem@materclem.es,443860,4471371
28007991,MATER INMACULATA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de la Madre Antonia París 1,28027,079,Madrid,15,Ciudad Lineal,914036200,,http://www.educa.madrid.org/cc.materinmaculata.madrid,cc.materinmaculata.madrid@educa.madrid.org,444713,4477300
28008004,DIRECCION AREA TERRITORIAL MADRID-OESTE,300,ESTABLECIMIENTO ADMINISTRATIVO,PÚBLICO,CTRA de La Granja 4,28400,047,Collado Villalba,,,918562500,,,dat.oeste@educa.madrid.org,415202,4498820
28008016,LA MERCED,015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE de Luis de Góngora 5,28004,079,Madrid,01,Centro,915232299,915221430,,cc.lamerced.madrid@educa.madrid.org,440895,4474962
28008053,MIRASIERRA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Ascao 33,28017,079,Madrid,15,Ciudad Lineal,913673087,913675566,http://www.educa.madrid.org/cc.mirasierra.madrid,cc.mirasierra.madrid@educa.madrid.org,445685,4475744
28008107,BLANCA DE CASTILLA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,PASEO de Eduardo Dato 2,28010,079,Madrid,07,Chamberí,914460398,915939922,http://www.colegioblancadecastilla.es,cc.blancadecastilla.madrid@educa.madrid.org,440948,4475999
28008211,NUESTRA SEÑORA DEL BUEN CONSEJO,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Juan Montalvo 30,28040,079,Madrid,09,Moncloa-Aravaca,914561870,915358498,http://www.buenconsejo-madrid.com,cc.nsdelbuenconsejo.madrid@educa.madrid.org,439540,4477629
28008223,NUESTRA SEÑORA DEL BUEN CONSEJO,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Ábalos 5,28043,079,Madrid,15,Ciudad Lineal,914132551,914132551,http://www.educa.madrid.org/cc.nsbuenconsejo.madrid,cc.nsbuenconsejo.madrid@educa.madrid.org,444349,4477935
28008259,NTRA. SRA. DE LOS DOLORES,008,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,CALLE de San Bernardo 99,28015,079,Madrid,07,Chamberí,914483426,,,eidolores@yahoo.es,440120,4475822
28008296,NTRA. SRA. DE FATIMA,015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE de Alcalá 292,28027,079,Madrid,15,Ciudad Lineal,913260455,913260455,http://www.educa.madrid.org/cc.nsfatima.madrid,cc.nsfatima.madrid@educa.madrid.org,444793,4475973
28008351,NTRA. SRA. DE LAS MARAVILLAS,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,CALLE del Guadalquivir 9,28002,079,Madrid,05,Chamartín,917823500,915617261,http://www.lasallemaravillas.com,secretaria.direccion@lasallemaravillas.com,441719,4477558
28008387,OBRA SO.N.S.MONTSERRAT-S.SIMON Y S.JUDAS,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Trévelez 3,28041,079,Madrid,12,Usera,913175643,913172496,http://www.colegiomontserrat.eu,cc.obrasonsmontserrat.madrid@educa.madrid.org,440318,4468528
28008399,DIRECCION AREA TERRITORIAL MADRID-ESTE,300,ESTABLECIMIENTO ADMINISTRATIVO,PÚBLICO,CALLE Alalpardo s/n,28806,005,Alcalá de Henares,,,918872000,918828213,http://www.madrid.org/dat_este/,info.dateste@madrid.org,468307,4482381
28008405,NTRA. SRA. DE LAS NIEVES,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Alcalá 589,28022,079,Madrid,20,San Blas-Canillejas,917410009,917410009,https://colegionuestrasradelasnieves.es/,cc.nsdelasnieves.madrid@educa.madrid.org,447938,4477441
28008430,NTRA. SRA. DE LA PAZ,015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE de Valderribas 37,28007,079,Madrid,03,Retiro,915528595,915529032,http://www.educa.madrid.org/cc.nsdelapaz.madrid,cc.nsdelapaz.madrid@educa.madrid.org,442627,4472913
28008508,NTRA. SRA. DEL PILAR,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de San Benito 6,28029,079,Madrid,06,Tetuán,913151215,913154061,http://www.salesianasnsp.es,cc.nsdelpilar.madrid@educa.madrid.org,441476,4479978
28008511,NTRA. SRA. DEL PILAR,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Castelló 56,28001,079,Madrid,04,Salamanca,915750404,915763890,http://www.nspilar.com,cc.nspilar.madrid@educa.madrid.org,442231,4475516
28008600,LICEO OROQUIETA,015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE del Sáhara 79,28041,079,Madrid,17,Villaverde,917961495,917967558,http://www.educa.madrid.org/cc.liceooroquieta.madrid,cc.liceooroquieta.madrid@educa.madrid.org,441251,4467384
28008612,PABLO VI,045,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO,CALLE de Bravo Murillo 297,28020,079,Madrid,06,Tetuán,915702601,915702612,http://www.icepablovi.es,secretaria@pablovi.es,440812,4479230
28008636,EL OSITO DE LUIS DE LARRAINZA,004,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,CALLE de Luis Larrainza 46,28002,079,Madrid,05,Chamartín,912194455,,www.escuelainfantilelosito.com,info@escuelainfantilelosito.com,443275,4478001
28008703,EL PORVENIR,045,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,PRIVADO CONCERTADO,CALLE de Bravo Murillo 85,28003,079,Madrid,07,Chamberí,915331337,915345492,http://www.elporvenir.es,cc.elporvenir.madrid@educa.madrid.org,440266,4477385
28008715,EL PRADO,073,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO,CALLE de la Costa Brava 4,28034,079,Madrid,08,Fuencarral-El Pardo,917355710,917341679,http://www.colegioelprado.com,eprd_secretaria@fomento.edu,440445,4483129
28008791,PURISIMA CONCEPCION,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de la Puebla 20,28004,079,Madrid,01,Centro,915219758,915232836,http://www.pconcepcion.escuelateresiana.com,cc.purisimaconcepcion.madrid@educa.madrid.org,440314,4474870
28008806,RAMON Y CAJAL,073,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO,CALLE de Arturo Soria 206,28043,079,Madrid,15,Ciudad Lineal,914135631,915191424,http://www.educa.madrid.org/cpr.ramonycajal.madrid,"r.cajal@rcajal.es, rc_secretaria@rcajal.es",443957,4479078
28008818,REINA DE LOS ANGELES,004,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,CALLE del Darro 30,28002,079,Madrid,05,Chamartín,915638760,,,reinadelosangeles@telefonica.net,441857,4478028
28008880,EL ARDAL,015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO,AVDA del Ardal 4,28708,134,San Sebastián de los Reyes,,,916236380,,www.elardalcommunityschool.com,elardal@gmail.com,450247,4493419
28008892,SAGRADO CORAZON,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Santa Magdalena Sofía 12,28036,079,Madrid,05,Chamartín,913023540,913839329,http://www.chamartin.redsagradocorazon.es,cc.scorazonchamartin.madrid@educa.madrid.org,442675,4480039
28008909,SAGRADO CORAZON,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,AVDA de Alfonso XIII 127,28016,079,Madrid,05,Chamartín,913531380,913592142,http://www.educa.madrid.org/cc.sagradocorazon-chamartin.madrid,cc.sagradocorazon-chamartin.madrid@educa.madrid.org,443112,4479031
28008910,SAGRADO CORAZON,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de San Jaime 21,28031,079,Madrid,18,Villa de Vallecas,913030140,,sagrado-corazon.net,cc.sgdocorazon.madrid@educa.madrid.org,446790,4470130
28008922,SANTA MARIA MICAELA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE Vía Carpetana 105,28047,079,Madrid,11,Carabanchel,914661300,914662099,http://www.educa.madrid.org/cc.smmicaela.madrid,cc.smmicaela.madrid@educa.madrid.org,437303,4471793
28008934,LA SALLE-SAGRADO CORAZON,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,AVDA del Cardenal Herrera Oria 242,28035,079,Madrid,08,Fuencarral-El Pardo,917385300,917307493,http://www.lasallesagradocorazon.es,cc.lasallesg.madrid@educa.madrid.org,439193,4481581
28008946,SAGRADOS CORAZONES,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Martín de los Heros 91,28008,079,Madrid,09,Moncloa-Aravaca,915496750,915499764,http://www.educa.madrid.org/cc.sagradoscorazones.madrid,cc.sagradoscorazones.madrid@educa.madrid.org,438913,4475938
28008958,ENRIQUETA AYMER,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Mirabel 38,28044,079,Madrid,10,Latina,917052100,915090212,http://www.educa.madrid.org/cc.enriquetaaymer.madrid,cc.enriquetaaymer.madrid@educa.madrid.org,433771,4470165
28008995,SAN ANTONIO,015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE de Bravo Murillo 150,28020,079,Madrid,06,Tetuán,915339106,914560029,http://www.educa.madrid.org/cc.sanantonio.madrid,cc.sanantonio.madrid@educa.madrid.org,440373,4478025
28009033,SAN BUENAVENTURA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de El Greco 16,28011,079,Madrid,10,Latina,915267161,914641687,http://www.educa.madrid.org/cc.sanbuenaventura.madrid,cc.sanbuenaventura.madrid@educa.madrid.org,436603,4473264
28009069,ARTURO SORIA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,CALLE del Duque de Tamámes 9,28043,079,Madrid,15,Ciudad Lineal,914157295,915192532,http://www.colegioarturosoria.org,direccion@colegioarturosoria.org,444607,4477974
28009082,SAN EULOGIO,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de La Revoltosa 17,28031,079,Madrid,18,Villa de Vallecas,913322848,917958608,http://www.colegiosaneulogio.com,cc.saneulogio.madrid@educa.madrid.org,447241,4469540
28009185,SAN JAIME APOSTOL,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Juan José Martínez Seco 54,28021,079,Madrid,17,Villaverde,917980889,917230249,,cc.sanjaimeapostol.madrid@educa.madrid.org,441563,4466994
28009203,SAN JAVIER,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,PASEO de Santa María de la Cabeza 85,28045,079,Madrid,02,Arganzuela,914734216,914737568,http://www.colegiosanjavier.es,cc.sanjavier.madrid@educa.madrid.org,440415,4472104
28009215,SAN JOSE,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Francisco Laguna 21,28053,079,Madrid,13,Puente de Vallecas,914771158,914771158,http://www.sanjose.anamogas.org,cc.sanjosevallecas.madrid@educa.madrid.org,443125,4471341
28009264,SAN JOSE,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Moreno Nieto 1,28005,079,Madrid,02,Arganzuela,913667203,913667202,http://www.csanjosemorenonieto.com/,cc.san-jose.madrid@educa.madrid.org,439063,4473736
28009276,INSTITUTO SAN JOSE,021,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,PRIVADO CONCERTADO,CALLE del Pinar de San José 98,28054,079,Madrid,11,Carabanchel,915080140,915083760,http://fundacioninstitutosanjose.com/,cc.institutosanjose.madrid@educa.madrid.org,434162,4468295
28009288,SAN JOSE DE CLUNY,004,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO CONCERTADO,CALLE de San Restituto 24,28039,079,Madrid,09,Moncloa-Aravaca,914597103,,,cc.sanjosedecluny.madrid@educa.madrid.org,439679,4479652
28009291,SAN JUAN BAUTISTA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Francos Rodríguez 5,28039,079,Madrid,06,Tetuán,914500000,914501951,http://www.salesianosestrecho.es,cc.sanjuanbautista.madrid@educa.madrid.org,440326,4478482
28009380,DIRECCION AREA TERRITORIAL MADRID-SUR,300,ESTABLECIMIENTO ADMINISTRATIVO,PÚBLICO,CALLE Maestro 19,28914,074,Leganés,,,917202700,916802826,,dat.datsur.leganes@educa.madrid.org,436276,4464410
28009422,SAN RAFAEL ARCANGEL-SANTA LUISA,015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE de Otero y Delage 105,28035,079,Madrid,08,Fuencarral-El Pardo,913161723,913168114,http://www.colegiosanrafaelsantaluisa.es,cc.sanrafael.madrid@educa.madrid.org,438044,4480857
28009434,SAN ROQUE,008,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,CALLE del Abolengo 10,28025,079,Madrid,11,Carabanchel,914617109,,http://www.escuelasanroque.es,GUARDERIA.S.ROQUE@telefonica.net,437510,4471213
28009446,SAN VIATOR,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,PLAZA de Fernández Ladreda 2,28026,079,Madrid,12,Usera,915697003,915651608,http://www.colegiosanviator.es,cc.sanviator.madrid@educa.madrid.org,439126,4470697
28009458,SAN VICENTE,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE del Butrón 33,28022,079,Madrid,20,San Blas-Canillejas,913067074,913067074,http://www.COLEGIOCONCERTADOSANVICENTE.ES,cc.sanvicente.madrid@educa.madrid.org,448476,4475310
28009495,SANTA ELIZABETH,015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE de Viera y Clavijo 14,28007,079,Madrid,03,Retiro,915512615,915512615,,cc.santaelizabeth.madrid@educa.madrid.org,442893,4473278
28009525,SANTA GEMA GALGANI,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Escalona 59,28024,079,Madrid,10,Latina,917115093,917117216,http://www.colegio-santagema.es,cc.santagemagalgani.madrid@educa.madrid.org,435418,4472104
28009549,REAL COLEGIO SANTA ISABEL-LA ASUNCION,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Santa Isabel 46,28012,079,Madrid,01,Centro,915273183,915289845,http://www.educa.madrid.org/cc.rcsantaisabel.madrid,cc.rcsantaisabel.madrid@educa.madrid.org,440895,4473456
28009586,SANTA MARIA,015,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE de Tolosa 6,28041,079,Madrid,12,Usera,913415193,913418780,http://www.santamariamadrid.es,cc.santamaria.madrid@educa.madrid.org,439140,4469394
28009604,SANTA MARIA DE LOS APOSTOLES,073,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO CONCERTADO,PLAZA de la Grosella 4,28044,079,Madrid,11,Carabanchel,914627411,915251551,http://www.educa.madrid.org/cc.apostoles.madrid,cc.apostoles.madrid@educa.madrid.org,436349,4469614
28009641,SANTA MARIA DEL PILAR,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de los Reyes Magos 3,28009,079,Madrid,03,Retiro,915738007,915040724,http://www.smpilar.es,cc.santamariadelpilar.madrid@educa.madrid.org,442800,4473716
28009653,SANTA MARIA DE LOS PINOS,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Angelillo 9,28018,079,Madrid,13,Puente de Vallecas,917783490,917783490,http://colegiosantamariadelospinos.es/,cc.pinos.madrid@educa.madrid.org,445276,4470310
28009677,SANTA MARIA DEL VALLE CEP,073,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO,CALLE de Vitruvio 14,28006,079,Madrid,05,Chamartín,915612093,,www.colegiosantamariadelvalle.es,direccionvitruvio@santamariadelvalle.es,441705,4477223
28009781,COLEGIO ESCUELAS SANTISIMO SACRAMENTO,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de María Auxiliadora 9,28040,079,Madrid,09,Moncloa-Aravaca,914598763,913110735,http://www.essacramentosalesianas.es/,cc.santisimosacramento.madrid@educa.madrid.org,439343,4478815
28009793,SANTISIMO SACRAMENTO,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Arturo Soria 208,28043,079,Madrid,15,Ciudad Lineal,914135938,915100216,http://www.educa.madrid.org/cc.ssacramento.madrid,cc.ssacramento.madrid@educa.madrid.org,443922,4479111
28009801,SANTO ANGEL DE LA GUARDA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Villuercas 4,28053,079,Madrid,13,Puente de Vallecas,917855661,915074266,http://www.educa.madrid.org/cc.sangelguarda.madrid,cc.sangelguarda.madrid@educa.madrid.org,443355,4469494
28009823,SANTO ANGEL DE LA GUARDA,072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE de Alcalá 587,28022,079,Madrid,20,San Blas-Canillejas,917416154,917423505,http://cc.santoangel.madrid.educa.madrid.org/colegio,cc.santoangel.madrid@educa.madrid.org,447912,4477405
