Id,Name,Address-Id,Street,Street Wikidata,Number,Public Slots,Residential Slots,Total Slots,Schedule,City,City Wikidata,Province,Province Wikidata,Postal Code,Neighborhood,Neighborhood Wikidata,District,District Wikidata,CoordX,CoordY,Latitude,Longitude,Telephone,Email,URLMoreInfo
13478,Aparcamiento publico. Glorieta Puerta de Toledo,Calle Capitan Salazar Martinez 2,Calle Capitan Salazar Martinez,,2,244,,244,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28005,Embajadores,https://www.wikidata.org/wiki/Q2449844,Centro,https://www.wikidata.org/wiki/Q1763376,439756,4473225,40.40745328367243,-3.7100131737859567,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f477339ae51c010VgnVCM2000000c205a0aRCRD
13467,Aparcamiento publico. Las Cortes,Plaza Las Cortes 0,plaza de las Cortes,https://www.wikidata.org/wiki/Q5482884,0,480,,480,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28014,Cortes,https://www.wikidata.org/wiki/Q2535637,Salamanca,https://www.wikidata.org/wiki/Q1773521,441115,4474345,40.41576756093728,-3.695367083138702,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42c77339ae51c010VgnVCM2000000c205a0aRCRD
13449,Aparcamiento publico. Luna - Tudescos,Plaza Santa Maria Soledad Torres Acosta 2,Plaza Santa Maria Soledad Torres Acosta,,2,481,,481,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28004,Universidad,https://www.wikidata.org/wiki/Q10387767,Centro,https://www.wikidata.org/wiki/Q1763376,440255,4474983,40.4214535549175,-3.705563118253955,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54467339ae51c010VgnVCM2000000c205a0aRCRD
13469,Aparcamiento publico. Marques de Urquijo,Calle Marques de Urquijo 27,calle del Marqués de Urquijo,https://www.wikidata.org/wiki/Q17421317,27,482,,482,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28008,Argüelles,https://www.wikidata.org/wiki/Q64874,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,439113,4475892,40.42955928333471,-3.719111078507027,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa667339ae51c010VgnVCM2000000c205a0aRCRD
13451,Aparcamiento publico. Mostenses,Calle Garcia Molinas 4,Calle Garcia Molinas,,4,362,,362,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28015,Universidad,https://www.wikidata.org/wiki/Q10387767,Centro,https://www.wikidata.org/wiki/Q1763376,439979,4475132,40.4227759148193,-3.708830424647755,902 283 080,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe0881eb5f51c010VgnVCM2000000c205a0aRCRD
88141,Aparcamiento publico. Museo de la Ciudad,Calle Principe de Vergara 134,calle del Príncipe de Vergara,https://www.wikidata.org/wiki/Q5741020,134,147,,147,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28002,Ciudad Jardín,https://www.wikidata.org/wiki/Q3773744,Chamartín,https://www.wikidata.org/wiki/Q1766348,442593,4477430,40.44366224087455,-3.6782263814004565,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdc7bdc85c01c010VgnVCM2000000c205a0aRCRD
13450,Aparcamiento publico. Olavide,Plaza Olavide 17,Plaza de Olavide,https://www.wikidata.org/wiki/Q27947826,17,397,,397,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28010,Trafalgar,https://www.wikidata.org/wiki/Q10384027,Chamberí,https://www.wikidata.org/wiki/Q1763370,440639,4476237,40.43277769820206,-3.7011542013121264,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=453881eb5f51c010VgnVCM2000000c205a0aRCRD
13454,Aparcamiento publico. Plaza de Colon,Calle Goya 2,Calle de Goya,https://www.wikidata.org/wiki/Q28015873,2,605,,605,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28001,Recoletos,https://www.wikidata.org/wiki/Q3814551,Salamanca,https://www.wikidata.org/wiki/Q1773521,441682,4475386,40.42518540300912,-3.6887800207651495,915 761 837,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5777339ae51c010VgnVCM2000000c205a0aRCRD
13463,Aparcamiento publico. Plaza de España,Plaza España 20,plaza de España,https://www.wikidata.org/wiki/Q1326261,20,800,,800,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28008,Argüelles,https://www.wikidata.org/wiki/Q64874,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,439631,4475032,40.42372251184839,-3.7116577340508523,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb977339ae51c010VgnVCM2000000c205a0aRCRD
13472,Aparcamiento publico. Plaza del Carmen,Plaza Carmen 10,Plaza del Carmen,https://www.wikidata.org/wiki/Q6080406,10,450,,450,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28013,Sol,https://www.wikidata.org/wiki/Q2465181,Centro,https://www.wikidata.org/wiki/Q1763376,440355,4474445,40.41848676016168,-3.703068586180966,915 214 312,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ec881eb5f51c010VgnVCM2000000c205a0aRCRD
13474,Aparcamiento publico. Plaza del Rey,Plaza Rey 1,Plaza del Rey,https://www.wikidata.org/wiki/Q16620311,1,160,,160,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28004,Justicia,https://www.wikidata.org/wiki/Q1992319,Centro,https://www.wikidata.org/wiki/Q1763376,441076,4474836,40.42018796139455,-3.69587231093941,915 225 219,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4f881eb5f51c010VgnVCM2000000c205a0aRCRD
13456,Aparcamiento publico. Santa Ana,Plaza Santa Ana 16,Plaza de Santa Ana,https://www.wikidata.org/wiki/Q740210,16,325,,325,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28012,Cortes,https://www.wikidata.org/wiki/Q2535637,Centro,https://www.wikidata.org/wiki/Q1763376,440645,4474250,40.41487830605113,-3.700897645451053,915 214 312,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b5881eb5f51c010VgnVCM2000000c205a0aRCRD
10737574,Aparcamiento publico. Usera,Calle Amparo Usera 46,Calle Amparo Usera,,46,36,,36,,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28026,Moscardó,https://www.wikidata.org/wiki/Q11937679,Usera,https://www.wikidata.org/wiki/Q953368,440032,4470962,40.38710254642704,-3.7065255061698053,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce8907e1fd534610VgnVCM1000001d4a900aRCRD
13468,Aparcamiento publico. Velazquez - Juan Bravo,Calle Velazquez 88,calle de Velázquez,https://www.wikidata.org/wiki/Q20031523,88,371,,371,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28006,Castellana,https://www.wikidata.org/wiki/Q4781,Salamanca,https://www.wikidata.org/wiki/Q1773521,442140,4476138,40.431991827319116,-3.683449815935094,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3077339ae51c010VgnVCM2000000c205a0aRCRD
13453,Aparcamiento publico. Villa de Paris,Calle Marques de la Ensenada 1,"Calle del Marqués de la Ensenada, Madrid",https://www.wikidata.org/wiki/Q55227717,1,171,,171,Abierto 24 h,Madrid,https://www.wikidata.org/wiki/Q2807,Community of Madrid,https://www.wikidata.org/wiki/Q5756,28004,Justicia,https://www.wikidata.org/wiki/Q1992319,Centro,https://www.wikidata.org/wiki/Q1763376,441263,4475173,40.42533530030625,-3.6923416648619947,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38a881eb5f51c010VgnVCM2000000c205a0aRCRD
